FileID,Filename,N K,Nerr K,Nth K,Nbec K,N0 K,N1 K,N2 K,N3 K,N4 K,N5 K,OD K,sx K,sxerr K,sy K,syerr K,s1x K,s1xerr K,s1y K,s1yerr K,s2x K,s2xerr K,s2y K,s2yerr K,rx K,rxerr K,ry K,ryerr K,mx K,mxerr K,my K,myerr K,m1x K,m1xerr K,m1y K,m1yerr K,m2x K,m2xerr K,m2y K,m2yerr K,m3x K,m3xerr K,m3y K,m3yerr K,m4x K,m4xerr K,m4y K,m4yerr K,m5x K,m5xerr K,m5y K,m5yerr K,T K,Terr K,T1 K,T1err K,sigma K,params K,N Rb,Nerr Rb,Nth Rb,Nbec Rb,N0 Rb,N1 Rb,N2 Rb,N3 Rb,N4 Rb,N5 Rb,OD Rb,ODerr Rb,sx Rb,sxerr Rb,sy Rb,syerr Rb,s1x Rb,s1xerr Rb,s1y Rb,s1yerr Rb,s2x Rb,s2xerr Rb,s2y Rb,s2yerr Rb,rx Rb,rxerr Rb,ry Rb,ryerr Rb,mx Rb,mxerr Rb,my Rb,myerr Rb,m1x Rb,m1xerr Rb,m1y Rb,m1yerr Rb,m2x Rb,m2xerr Rb,m2y Rb,m2yerr Rb,m3x Rb,m3xerr Rb,m3y Rb,m3yerr Rb,m4x Rb,m4xerr Rb,m4y Rb,m4yerr Rb,m5x Rb,m5xerr Rb,m5y Rb,m5yerr Rb,T Rb,Terr Rb,T1 Rb,T1err Rb,sigma Rb,params Rb,dynamic [N_Rb/(N_K)] {*},dynamic 2,dynamic 3,dynamic 4,user (fesh) {*},user2 (time) {*},user3,Omit,Remark,masked
88,20220111-Rb_K_m_20_11_01-0088,12.04658802161868,0.18879134695461119,,,,,,,,,0.087813413847520061,66.74269630899154,0.60970993041992183,91.814632758606592,0.83875381052494047,,,,,,,,,,,,,266.42841659061332,0.155813,641.75292149100108,0.214344,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.010261705984559315,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,74.226692560021903,0.34009034431236734,,,,,,,,,0.48666783183036094,0.00126385,81.406552765562409,0.21727564260363577,86.620130726993807,0.23121133521199225,,,,,,,,,,,,,815.33458033500119,0.0556337,806.23747884855311,0.0591967,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.017858848210480442,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,6.1616361767178773,,,,2.990000e+01,3.500000e+00,,,,False
89,20220111-Rb_K_m_20_11_01-0089,15.70620634042189,0.17946729601599393,,,,,,,,,0.10587271840939692,68.759432377965013,0.45840695202350612,96.375668502958575,0.6425313085317611,,,,,,,,,,,,,265.82844371046457,0.116806,639.30167951189162,0.163719,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0093619666889339405,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,76.151223395423955,0.32309928764661289,,,,,,,,,0.52792459990991991,0.00127108,79.708683554360448,0.19690046608448028,83.666206789963766,0.20668799579143524,,,,,,,,,,,,,816.06977753908961,0.0505035,804.64626514167242,0.053011,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.017467022229394415,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,4.8484797502907648,,,,2.990000e+01,4.000000e+00,,,,False
90,20220111-Rb_K_m_20_11_01-0090,8.2288434682538796,0.19231671438855225,,,,,,,,,0.052237627354904656,73.320577594555772,1.0005611836910246,95.971422617513028,1.3097262859344483,,,,,,,,,,,,,266.58783864388755,0.254327,640.72449125354103,0.332896,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0097193114692709099,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,73.936827332107782,0.33171145336463331,,,,,,,,,0.55651801866217943,0.00141909,75.924203729013911,0.19817091971635817,80.900660154768985,0.21116548627614973,,,,,,,,,,,,,815.77974076789474,0.050948,817.17311511402761,0.0542873,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.018715230410894085,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,8.9850812714264467,,,,2.990000e+01,4.500000e+00,,,,False
91,20220111-Rb_K_m_20_11_01-0091,21.629708471303779,0.19403853529361961,,,,,,,,,0.14827988462176611,68.839963177960769,0.36024298369884489,94.65427843332327,0.49533297717571256,,,,,,,,,,,,,270.54358328717382,0.0918519,633.7874596679959,0.126296,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.010212264852095155,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,78.124956850885852,0.35795919255855446,,,,,,,,,0.56367509603129506,0.00146674,76.938658407990474,0.20517149493098258,83.285052647999578,0.22209892421960831,,,,,,,,,,,,,819.70618700709088,0.0526848,826.36504679270217,0.0570306,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.019757354227632869,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,3.6119283324846725,,,,2.990000e+01,5.000000e+00,,,,False
92,20220111-Rb_K_m_20_11_01-0092,19.648099612296672,0.20094688595441212,,,,,,,,,0.15573100024525721,62.823905501658281,0.37419625818729396,89.708376885787004,0.53432777523994446,,,,,,,,,,,,,267.89368666343921,0.0958936,632.268796412136,0.13693,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.011410915617252685,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,80.680516782008155,0.38065527427435297,,,,,,,,,0.57251231223548849,0.00153353,77.992153145385402,0.21419150903820991,83.537920664065965,0.22943201214075087,,,,,,,,,,,,,815.40831909218036,0.0549761,813.19936721190504,0.0588853,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.020829480371433888,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,4.1062758421437682,,,,2.990000e+01,5.500000e+00,,,,False
93,20220111-Rb_K_m_20_11_01-0093,5.6985020208544892,0.19353341117491846,,,,,,,,,0.034261392910424786,77.967005758195228,1.5473227739334106,95.292185444527377,1.8912605881690978,,,,,,,,,,,,,271.2292791354925,0.392347,630.97636512677207,0.479531,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0095027738749534473,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,85.625462356560206,0.34610945130088516,,,,,,,,,0.57319978371125058,0.00131381,81.575458448282092,0.19204867407679557,84.661921168171801,0.1993212305009365,,,,,,,,,,,,,823.6394678329109,0.0492042,820.99949946520758,0.0510658,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.01837281553088831,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,15.025959812456236,,,,2.990000e+01,6.000000e+00,,,,False
94,20220111-Rb_K_m_20_11_01-0094,10.481847691684244,0.17276714226812656,,,,,,,,,0.077642678957428754,69.569095374105345,0.66828918755054467,86.682899309490338,0.83268854320049279,,,,,,,,,,,,,273.3394544098694,0.170878,625.42727771720968,0.212913,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0094699198121705463,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,87.628209863869557,0.37315622354933653,,,,,,,,,0.5462568315305435,0.00131692,84.680059820644402,0.21018083021044731,87.582357873508769,0.21739749833941457,,,,,,,,,,,,,826.01685945860845,0.0537231,813.08564064580219,0.0555644,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.019084438703131819,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,8.3599964854850199,,,,2.990000e+01,6.500000e+00,,,,False
95,20220111-Rb_K_m_20_11_01-0095,13.183869706387615,0.14704429254145374,,,,,,,,,0.1085088171357062,65.613921313685125,0.42604267448186872,82.716915553004,0.53709597289562228,,,,,,,,,,,,,269.15192273536496,0.109306,636.18552633868535,0.137798,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0085155293365950114,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,78.860939865579226,0.34219200039223752,,,,,,,,,0.57613778661611115,0.0014201,77.793239833129832,0.19643947258591651,81.347546876765009,0.20541781112551688,,,,,,,,,,,,,821.16351992747809,0.0504605,822.6929053943187,0.052766,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.019010023372183885,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,5.9816231214247306,,,,2.990000e+01,7.000000e+00,,,,False
96,20220111-Rb_K_m_20_11_01-0096,10.696951027895745,0.16231050933896318,,,,,,,,,0.073756930880888402,68.250919505047762,0.60406402349472044,94.920740117049647,0.84010945558547967,,,,,,,,,,,,,273.51239548698646,0.154053,646.98785988281691,0.214251,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.008568426813758195,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,80.07458356006947,0.33833385048425718,,,,,,,,,0.53829200475809758,0.0012898,80.646415674838366,0.19845448061823845,85.279063068146939,0.20985941588878632,,,,,,,,,,,,,824.92396938774311,0.0508517,811.47781907020055,0.0537729,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.017999301803098108,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,7.4857390064934588,,,,2.990000e+01,7.500000e+00,,,,False
97,20220111-Rb_K_m_20_11_01-0097,11.408894725903066,0.22381430067320193,,,,,,,,,0.099834046096071244,72.4090839338417,0.82649371922016135,70.499217870035181,0.8047037959098815,,,,,,,,,,,,,270.35558726909068,0.212423,631.26301622465382,0.20682,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.013380649853566932,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,79.782447859912736,0.34104533615442501,,,,,,,,,0.58592891423233384,0.00142291,79.810925709056349,0.19852936640381813,78.877077268855714,0.19620980396866797,,,,,,,,,,,,,825.25179242270747,0.051005,805.25088428879633,0.0504082,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.01899787569668095,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,6.9930041232453908,,,,2.990000e+01,8.000000e+00,,,,False
98,20220111-Rb_K_m_20_11_01-0098,11.631215520458248,0.18332466939221023,,,,,,,,,0.071567582097565405,77.094692488404547,0.7098290830850601,94.166565232045258,0.86704591512680051,,,,,,,,,,,,,272.39226170024841,0.180176,640.08082949392565,0.220075,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0091127941273153185,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,78.955234290072895,0.34502070061401074,,,,,,,,,0.5138238818138926,0.0012724,82.752892134919449,0.21067534536123275,85.848792439061867,0.2185660421848297,,,,,,,,,,,,,827.67359221291781,0.0539276,806.82937057631216,0.0559451,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.018046955871770277,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,6.7882186647816676,,,,2.990000e+01,8.500000e+00,,,,False
99,20220111-Rb_K_m_20_11_01-0099,13.368855601583512,0.1985956323944843,,,,,,,,,0.10677572882052559,67.429152462113834,0.5833146870136261,82.944279498638139,0.71753408014774323,,,,,,,,,,,,,270.5897364734335,0.14952,622.65479233450856,0.183923,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.011322479022154544,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,79.77044379823586,0.35887803125920892,,,,,,,,,0.59733674924717495,0.00152727,76.263833443223803,0.19961798489093779,80.957087064753424,0.21191032379865646,,,,,,,,,,,,,814.07846374516544,0.0513134,802.27348287814391,0.0544712,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.020193964843827839,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,5.9668864841944451,,,,2.990000e+01,9.000000e+00,,,,False
100,20220111-Rb_K_m_20_11_01-0100,9.2610942740212288,0.18723584569802573,,,,,,,,,0.072156326367945861,63.755457044540037,0.75081740021705623,89.925524468897848,1.0590094685554503,,,,,,,,,,,,,273.27382747756678,0.192303,629.5064491508715,0.271239,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.010537697385197005,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,75.653791806769405,0.35045902524761924,,,,,,,,,0.54245494162771413,0.00142696,78.390729436344188,0.21135057732462881,82.253247803633911,0.22178375273942946,,,,,,,,,,,,,811.55101924904818,0.054266,805.94171752957436,0.0569398,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.019281420699740887,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,8.1689905715558631,,,,2.990000e+01,9.500000e+00,,,,False
101,20220111-Rb_K_m_20_11_01-0101,11.777332288082079,0.21045464163012509,,,,,,,,,0.10245602335434606,61.852326062235562,0.64312660098075869,83.016773121442981,0.86318877339363098,,,,,,,,,,,,,269.50560679332972,0.165265,628.26398991065628,0.221815,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.012543702901073258,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,77.216489669660888,0.39449808271909437,,,,,,,,,0.59029539904111805,0.00171457,75.066402842178817,0.22309155017137527,80.56488319930591,0.23943768739700316,,,,,,,,,,,,,815.70837356960908,0.0573785,810.26397972456948,0.0615814,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.022437371156031023,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,6.5563650392881527,,,,2.990000e+01,1.000000e+01,,,,False
102,20220111-Rb_K_m_20_11_01-0102,13.269409965464225,0.16120058507810184,,,,,,,,,0.10362892518246092,66.486237849574579,0.47046401649713515,86.030275029146011,0.60875960290431974,,,,,,,,,,,,,274.09872924677569,0.120507,627.06487342409935,0.155931,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0090835180625256882,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,75.538356601274103,0.3280360483528732,,,,,,,,,0.52745178058347841,0.00129998,80.868188438520619,0.20445218086242675,81.876220283799469,0.20700649395585058,,,,,,,,,,,,,822.49518692485606,0.0524502,809.92627995659132,0.053104,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.017800147347089661,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,5.6926688374143861,,,,2.990000e+01,1.050000e+01,,,,False
103,20220111-Rb_K_m_20_11_01-0103,13.09554460477197,0.20805173655851075,,,,,,,,,0.082659450663937178,76.781581121887029,0.71229099929332729,92.169334194376503,0.85514029264450064,,,,,,,,,,,,,265.30646168687127,0.181023,618.71482073703487,0.217301,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.010483145821248464,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,73.720997258176851,0.36256684231723579,,,,,,,,,0.4799150535104062,0.00133757,80.582757304348476,0.23088350817561148,88.132367356385387,0.25253389477729798,,,,,,,,,,,,,815.41400481807943,0.0591033,809.05541843960975,0.0646406,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.018968198019002257,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,5.6294716625464494,,,,2.990000e+01,1.100000e+01,,,,False
104,20220111-Rb_K_m_20_11_01-0104,8.0203291349633279,0.18013018807825992,,,,,,,,,0.056750764015605019,63.044071551056135,0.82564180493354788,100.13563980826623,1.3114025950431822,,,,,,,,,,,,,272.22213440208094,0.210766,634.64600717489691,0.334769,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0096393248681509117,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,87.249170810041932,0.34698678395343852,,,,,,,,,0.61343486328567798,0.00138478,78.74024985844359,0.18229568526148796,83.51159836473829,0.19334953501820562,,,,,,,,,,,,,817.08290838374614,0.0467764,813.66015494630221,0.0496109,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.01889616108265977,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,10.878502532981257,,,,2.990000e+01,1.150000e+01,,,,False
105,20220111-Rb_K_m_20_11_01-0105,13.951618325573245,0.17556557023175731,,,,,,,,,0.10800406810371709,66.086509877219441,0.48444710373878475,87.314044926916353,0.64005642533302309,,,,,,,,,,,,,269.39096945345653,0.124054,639.62803025064386,0.163901,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0098477413992278922,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,81.170230926560706,0.31230795275104439,,,,,,,,,0.66315079426276624,0.00145227,72.208621332633584,0.16152636036276816,78.369335620539189,0.17530915290117263,,,,,,,,,,,,,815.54819407738944,0.041614,817.73923546136268,0.0451645,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.018383738067423973,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,5.8179796087007407,,,,2.990000e+01,1.200000e+01,,,,False
106,20220111-Rb_K_m_20_11_01-0106,12.380775037253487,0.18320823096125424,,,,,,,,,0.11016214420735776,63.549740069308115,0.54708321690559381,78.997641465045135,0.68006910383701324,,,,,,,,,,,,,274.14301161590032,0.140672,640.77534798535476,0.174866,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.011048176481327882,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,79.865859578817094,0.34765766626348377,,,,,,,,,0.57869181040325923,0.00143072,78.31454757222437,0.19840183407068251,81.47457831735224,0.20641006901860237,,,,,,,,,,,,,826.14945894817458,0.0509525,814.60354361170994,0.0530085,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.019231187719197462,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,6.4507964435588585,,,,2.990000e+01,1.250000e+01,,,,False
107,20220111-Rb_K_m_20_11_01-0107,7.9684187494987082,0.21468855854118418,,,,,,,,,0.052220042054371495,72.062495853216831,1.1332111179828643,94.588444530383285,1.4874577462673186,,,,,,,,,,,,,271.69868066541187,0.28842,650.76730675068529,0.378577,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.011033893398486953,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,76.134362360073013,0.33462217287248441,,,,,,,,,0.53355130559358699,0.00133101,79.752060493048575,0.20406063720583914,82.720537215377433,0.21166281849145888,,,,,,,,,,,,,819.50124594643069,0.0523557,817.45149413384922,0.0543045,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.018191963414289993,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,9.5545132294738675,,,,2.990000e+01,1.300000e+01,,,,False
108,20220111-Rb_K_m_20_11_01-0108,14.870428373899829,0.20975908779593358,,,,,,,,,0.1078542834844549,64.692369038317111,0.53195945918560028,95.201869778639193,0.78283731639385223,,,,,,,,,,,,,270.48766434167828,0.135918,643.77351752333902,0.200018,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.011371372118486668,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,71.505561707134191,0.43036321530699595,,,,,,,,,0.53358612700140107,0.00182498,77.53475390543997,0.27151182144880293,79.907880411822674,0.27982555925846098,,,,,,,,,,,,,821.82371149192068,0.0697857,815.02926196479314,0.0719217,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.024172489217427099,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,4.8085744343881043,,,,2.990000e+01,1.350000e+01,,,,False
109,20220111-Rb_K_m_20_11_01-0109,12.536588449285098,0.20841761467301004,,,,,,,,,0.078745655315028584,72.730542024707404,0.70613513290882113,97.779631302855819,0.94934015572071073,,,,,,,,,,,,,275.06319257496892,0.179397,650.52940944782472,0.241183,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.010473938137242636,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,82.688717605757887,0.33057842460264986,,,,,,,,,0.59222360295165732,0.00134441,79.213424456297204,0.18432462289929388,81.491532814729922,0.18963007554411887,,,,,,,,,,,,,820.79020578672987,0.047322,818.54640317940846,0.0486829,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.018176430240536379,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,6.5957910272210647,,,,2.990000e+01,1.400000e+01,,,,False
110,20220111-Rb_K_m_20_11_01-0110,11.237932605955116,0.19461532291779654,,,,,,,,,0.095425041999110297,66.740904264211082,0.67267684340476985,78.821451634619621,0.79443728029727934,,,,,,,,,,,,,271.02565790165499,0.172741,635.68243893814395,0.204009,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.011454774002844885,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,65.263341206817344,0.34192852486138198,,,,,,,,,0.50015618868298073,0.00148986,76.791812728417867,0.23403031080961226,78.559637060771877,0.23942483365535736,,,,,,,,,,,,,815.98794931425073,0.0601963,808.86802858105227,0.0615821,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.019472479648203974,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,5.8074152511142048,,,,2.990000e+01,1.450000e+01,,,,False
111,20220111-Rb_K_m_20_11_01-0111,14.669572348552197,0.16510732739016007,,,,,,,,,0.11222887905441886,69.180663570419767,0.45363280624151225,84.399632716281886,0.553431436419487,,,,,,,,,,,,,268.60865773452196,0.116119,630.72517903304697,0.141664,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0092042095377158333,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,73.154860120516958,0.33069092392677646,,,,,,,,,0.51437445938979265,0.00131984,79.881459147444843,0.21020966619253156,82.313018813338203,0.21661678925156591,,,,,,,,,,,,,818.42730212402944,0.0539391,807.51379639022309,0.055581,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.018009349597470508,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,4.9868434049978916,,,,2.990000e+01,1.500000e+01,,,,False
112,20220111-Rb_K_m_20_11_01-0112,11.185319618903351,0.17329423037804395,,,,,,,,,0.078403455906118705,71.102016514114354,0.64241890907287591,89.628004319437821,0.80980712771415708,,,,,,,,,,,,,273.85532799786154,0.163937,634.03758057426126,0.206652,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.009227736957085635,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,79.811413318310017,0.34075630001769575,,,,,,,,,0.51193702801030017,0.00123823,84.002077982490931,0.20897715091705321,85.804321195576847,0.213472294062376,,,,,,,,,,,,,823.52714629957097,0.0534677,806.37796804671427,0.0546149,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.017689738491399036,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,7.1353717227201603,,,,2.990000e+01,1.550000e+01,,,,False
113,20220111-Rb_K_m_20_11_01-0113,8.892786234732398,0.17297216684198619,,,,,,,,,0.070736675273058006,62.246017320265551,0.70509613156318662,90.218186305749555,1.0219523012638092,,,,,,,,,,,,,274.35550134177959,0.180712,629.80774685745439,0.26192,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.009840658933478335,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,81.153588184311985,0.34135870637970345,,,,,,,,,0.55247605786703202,0.00131822,79.8497386275032,0.19558944106101989,85.049447471695828,0.20833161845803261,,,,,,,,,,,,,821.11341751212717,0.0501377,799.98132452710161,0.0534026,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.018280154078843383,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,9.1257774607638549,,,,2.990000e+01,1.600000e+01,,,,False
114,20220111-Rb_K_m_20_11_01-0114,12.737301717390704,0.16763634860203253,,,,,,,,,0.092628817598361501,69.35056192611323,0.53205085098743432,88.571455918285864,0.6795184880495071,,,,,,,,,,,,,268.87257907012219,0.135956,628.57767109811232,0.173637,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0091005346595737155,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,73.162514041935637,0.33481656188675341,,,,,,,,,0.43770191907144579,0.00113291,84.444459929414577,0.22533401846885681,91.51446350381417,0.24424226880073546,,,,,,,,,,,,,814.70112793006342,0.0575181,806.816453538931,0.0623336,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.016758873360989832,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,5.7439570534820712,,,,2.990000e+01,1.650000e+01,,,,False
115,20220111-Rb_K_m_20_11_01-0115,14.606566667179937,0.17654623594779947,,,,,,,,,0.089945419637376872,72.468640815784966,0.51167710423469537,100.0993895249505,0.70677821636199945,,,,,,,,,,,,,271.5653037940873,0.129881,633.50642885587524,0.179401,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.008779410255816732,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,79.640682102740413,0.33092787168101073,,,,,,,,,0.54842477348261442,0.00129298,76.811370856562476,0.18584167584776878,87.406377425865827,0.21148153543472289,,,,,,,,,,,,,816.95809856609196,0.0476558,807.09313658341057,0.0542292,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.017827672967489785,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,5.4523889095503986,,,,2.990000e+01,1.700000e+01,,,,False
116,20220111-Rb_K_m_20_11_01-0116,12.462229777094146,0.21165214442045635,,,,,,,,,0.10444271766272969,66.396522533954013,0.6563703149557113,80.275812212460124,0.79357755184173584,,,,,,,,,,,,,270.5384598149459,0.16849,635.87073065447441,0.203711,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.012372969221925014,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,82.439111275269482,0.3469489849882143,,,,,,,,,0.58506579803298087,0.0013979,78.720964938263023,0.19284939989447591,82.753984261886032,0.20273292213678359,,,,,,,,,,,,,822.34744338193457,0.049497,807.0560083870572,0.0520328,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.01898611422027879,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,6.6151172582930862,,,,2.990000e+01,1.750000e+01,,,,False
117,20220111-Rb_K_m_20_11_01-0117,10.506094988619523,0.21233106960755141,,,,,,,,,0.053807754356476632,81.348999055641826,0.96328204870223999,107.2152824536068,1.2697106063365935,,,,,,,,,,,,,272.2845480238505,0.24219,644.98726409282438,0.319198,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0095665423560204101,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,80.876250854355916,0.33933449879381106,,,,,,,,,0.53264026305984358,0.00126678,80.6817760193575,0.19719482809305189,87.00862379397816,0.21266610398888586,,,,,,,,,,,,,820.34795248074772,0.0504964,811.40531456379961,0.0544562,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.017860405833053414,Gauss2d; Andor MAGNIFYING imaging; t_exp = 0.0ms; OD_max = 0.0,7.6980315656733724,,,,2.990000e+01,1.800000e+01,,,,False
